"INDUSTRIA PROCESADORA C.A";"";"Telefax: (58) (244) 6611315";"Zona Ind. San Pablo Turmero, Venezuela";"Abarrotes Y Viveres"
"BODEGON DONDE ALFREDO,C.A.";"";"Tel: (58) (295) 2348169";"Av.31 de Julio, via playa El Agua, Estacion de Serv.B.P Sector Paraguachi Pampatar, Venezuela";"Abarrotes Y Viveres"
"GOVELLA C.A.";"";"Tel: (58) (212) 3441971";"Galpon C1-C2 Caracas, Venezuela";"Abarrotes Y Viveres"
"EL BODEGON DEL ESTE";"";"Tel: (58) (212) 2385571";"Av. Ppal Boleita Sur, Entre 4ta Transv Y Av. Rómulo Gallegos Caracas, Venezuela";"Abarrotes Y Viveres"
"INDUSTRIA VENEZOLANA DE CARNES IDEAL C.A";"";"Tel: (58) (212) 5320827";"Caracas Caracas, Venezuela";"Abarrotes Y Viveres"
"CARNES SANTA MONICA DEL ESTE";"";"Tel: (58) (251) 2516801";"Crr23 C/ Cl 17 Barquisimeto, Venezuela";"Abarrotes Y Viveres"
"DISTRIBUIDORA EMBUTIDOS LA FACILIDAD, C.A";"";"Tel: (58) (295) 2634986";"Entre Calle Libertad Y Martinez CI Marcano Porlamar, Venezuela";"Abarrotes Y Viveres"
"AUTOMERCADO UNION, C.A.";"";"Tel: (58) (287) 7213602";"Calle Tucupita Tucupita, Venezuela";"Abarrotes Y Viveres"
"DISTRIBUIDORA SALCHI BURGER C.A";"";"Tel: (58) (241) 8352371";"Cl Infante Valencia, Venezuela";"Abarrotes Y Viveres"
"BODEGON LA RAS-K";"";"Tel: (58) (295) 2634476";"Av. 31 de Julio Porlamar, Venezuela";"Abarrotes Y Viveres"
"CHACINERIA CARABOBO C.A";"";"Tel: (58) (241) 8357379";"Cl Silca La Candelaria Valencia, Venezuela";"Abarrotes Y Viveres"
"FRIGORIFICO LA CATALANA";"";"Tel: (58) (251) 4425285";"Calle 14 B, E/ Cls 59 y 60 Barquisimeto, Venezuela";"Abarrotes Y Viveres"
"EMBUTIDOS GRAN REY C.A.";"";"Tel: (58) (212) 6321777";"Residencias El Peaje, P.B. L No. 3, Prado De Maria Caracas, Venezuela";"Abarrotes Y Viveres"
"BODEGON EL GUARIQUEÑO, C.A.";"";"Tel: (58) (295) 2530645";"Juan Griego Juan Griego, Venezuela";"Abarrotes Y Viveres"
"LÁCTEOS EL PUNTO Y COMA";"";"Tel: (58) (251) 2735106";"Frente Estac. Servic. Gilfortoul Av. Libertador Barquisimeto, Venezuela";"Abarrotes Y Viveres"
"LICORERIA D'ABREU C.A.";"";"Tel: (58) (212) 3518759";"Cl. 14 Con Av. Tacagua, Lc. 1, Urb. Atlantida, Catia La Mar Caracas, Venezuela";"Abarrotes Y Viveres"
"FABRICA DE EMBUTIDOS MIRANDA";"";"Tel: (58) (212) 2560420";"Edif Atlantida P 2, El Llanito Caracas, Venezuela";"Abarrotes Y Viveres"
"EL BODEGON DE SIMBAD, C.A";"";"Tel: (58) (281) 2679426";"Av. Nueva Esparta Sector Venecia Puerto de  la Cruz, Venezuela";"Abarrotes Y Viveres"
"PLUMROSE";"";"Tel: (58) (212) 2738711";"Of Ppal Los Ruices Sur Caracas, Venezuela";"Abarrotes Y Viveres"
"CHUMILICORES";"";"Tel: (58) (212) 2638156";"La Castellana - Caracas Caracas, Venezuela";"Abarrotes Y Viveres"
"UNIDAD EDUCATIVA SAN ONOFRE";"";"Tel: (58) (212) 8610993";"Los Frailes Caracas, Venezuela";"Abarrotes Y Viveres"
"COMERCIAL SINTRA";"";"Tel: (58) (212) 4713638";"Antimano Caracas, Venezuela";"Abarrotes Y Viveres"
"HIPERLICORES FLOR DE MACARACUAY, C.A.";"";"Tel: (58) (212) 2565250";"Av. Naiguata, Macaracauay C.C. Macaracuay Caracas, Venezuela";"Abarrotes Y Viveres"
"DISTRIBUIDOR FRIGORIFICO ROTARIA, C.A.";"";"Tel: (58) (251) 4433012";"Cl. 60 Entre Cr 12 y 13 Aeropuerto Barquisimeto, Venezuela";"Abarrotes Y Viveres"
"LACTEOS Y EMBUTIDOS SANTANA, C.A.";"";"Tel: (58) (212) 5724276";"Av. AndrÉs Bello, Guaicauipuro Caracas, Venezuela";"Abarrotes Y Viveres"
"SUPERMERCADO LOS OLIVOS, C.A.";"";"Tel: (58) (286) 9614796";"Cl. Portugal, Los Olivos Ciudad Guayana San Félix, Venezuela";"Abarrotes Y Viveres"
"JAMONES CURADOS JACUSA S.A.";"";"Tel: (58) (212) 3227749";"Carr Panamericana Km 28 Sector Los Alpes , Los Teques Caracas, Venezuela";"Abarrotes Y Viveres"
"FRIGORIFICO Y CHARCUTERIA PACIFICO, C.A.";"";"Tel: (58) (244) 4479512";"Cl. Comercio Cagua, Venezuela";"Abarrotes Y Viveres"
"ALNOVA";"";"Tel: (58) (212) 3626139";"Av Bolivia Los Caobos Guarenas, Venezuela";"Abarrotes Y Viveres"
"MEGAMERCADO DON CHANG";"";"Tel: (58) (291) 6527264";"Av. Principal Paramacone Al Lado de Radio Orbita Maturín, Venezuela";"Abarrotes Y Viveres"
"CARNICERIA Y CHARCUTERIA EL 12";"";"Tel: (58) (243) 2322192";"Calle 12 Nú 4, La Barraca Maracay - Edo. Aragua Maracay, Venezuela";"Abarrotes Y Viveres"
"IMPORTADORA EDYL, C.A.";"";"Tel: (58) (212) 2639948";"Urb. Bolivar, Chacao Caracas, Venezuela";"Abarrotes Y Viveres"
"DISTRIBUIDORA DEL SUR, C.A.";"";"Tel: (58) (246) 8712238";"Cl. La pedrera Calabozo , Venezuela";"Abarrotes Y Viveres"
"MAQUINARIA DIEKMANN S.A";"";"Tel: (58) (212) 6330775";"Urb Las Acacias Cl Humboldt Edif Diekmann PB Caracas Caracas, Venezuela";"Accesorios Para Máquinas Herramientas"
"MAC MASTER";"";"Tel: (58) (212) 6321281";"Calle Real del Prado de Maria Sector Este.C.C. CIP ,Local 111 Caracas, Venezuela";"Accesorios Para Máquinas Herramientas"
"AUTO VIDRIOS Y ACCESORIOS LANDER'S, C.A.";"";"Tel: (58) (212) 6326283";"Cl El Carmen, El Cementerio, Caracas Caracas, Venezuela";"Accesorios Para Vidrio"
"MAXITEX, C.A.";"";"Tel: (58) (276) 3413781";"7ma Avenida, San Cristóbal San Cristóbal, Venezuela";"Acolchados"
"DISTRIBAT C.A";"";"Tel: (58) (291) 6420874";"Av Orinoco Al Lado de Los Tribunales de Menores, Maturin Edo monagas Maturín, Venezuela";"Acumuladores Eléctricos"
"EXIDE TECHNOLOGIES";"";"Tel: (58) (273) 4156308";"Barinas Barinas, Venezuela";"Acumuladores Eléctricos"
"BATERIAS FULGOR";"";"Tel: (58) (212) 2424750";"Zona Industrial La Urbina, Calle 8, Edif. Cuarzo Caracas, Dtto. Metropoli tano Caracas, Venezuela";"Acumuladores Eléctricos"
"BATERIAS SOLO BATERIAS C.A.";"";"Tel: (58) (291) 6527302";"Av libertador Maturín, Venezuela";"Acumuladores Eléctricos"
"ACUMULADORES DUNCAN C.A.";"";"Tel: (58) (261) 7340281";"Maracaibo Maracaibo, Venezuela";"Acumuladores Eléctricos"
"DISTRIBUIDORA EL PALACIO DEL LUBRICANTE C.A";"";"Tel: (58) (212) 8736310";"Av. 7 Catia Caracas, Venezuela";"Aditivos"
"SIKA VENEZUELA C.A";"";"Tel: (58) (261) 7922467";"Av El Milagro Frente a Resid San Martin Entre Av 5 de julio y Av Dr Portillo Maracaibo, Venezuela";"Aditivos"
