"ESCRITORIO JURÍDICO RODRÍGUEZ PARRA & ASOCIADOS";"";"Tel: (58) (251) 2329468";"Carrera 17 Barquisimeto, Venezuela";"Abogados"
"ABOGADO.COM.VE S.C.";"";"Tel: (58) (212) 2393585";"Av. San Francisco de Miranda Efd. Roraima Urb. Campo Alegre Caracas, Venezuela";"Abogados"
"CHANDLER G, MARCOS";"";"Tel: (58) (261) 7225193";"Edif. Banco De Vanezuela Av. 5, Cantro Maracaibo, Venezuela";"Abogados"
"LUZ MARA DÍAZ TENREIRO";"";"Tel: (58) (241) 3415565";"Urb Prebo Valencia, Venezuela";"Abogados"
"REGISTRO DE MARCAS GESTIMARCAS. NET";"";"Tel: (58) (261) 2430714";"Calle New York Edificio Feran Piso 3, Oficina 32 Las Mercedes, Caracas Venezuela Maracaibo, Venezuela";"Abogados"
"ESCRITORIO JURIDICO PEREZ BURELLI CALZADILLA CONSULTORES J";"";"Tel: (58) (281) 2768826";"Av. 5 de Julio Barcelona, Venezuela";"Abogados"
"NOTARÍA PÚBLICA PRIMERA DE BARINAS";"";"Tel: (58) (273) 5526667";"Avenida Montilla, Calle Camejo Barinas, Venezuela";"Abogados"
"ESCRITORIO JURÍDICO MARIANELA PALENCIA & ASOCIADOS PALENCIA & ASOCIADOS";"";"Tel: (58) (241) 8257835";"Av Andrés Eloy Blanco C.C. Gravina II, Piso 2 Of 221, alfrente de la Igle sia La Purísima, Urb Sta Cecilia, Valencia Estado Carabobo Valencia, Venezuela";"Abogados"
"ESCRITORIO JURÍDICO LIGIA M. BENÍTEZ Y ASOCIADOS";"";"Tel: (58) (241) 8253501";"Av Bolívar Nort, Piso 5 Of 503 Valencia, Venezuela";"Abogados"
"ESCRITORIO ZAMBRANO";"";"Tel: (58) (241) 8575515";"Torre Empresarial P-4 Ofc 4-C Valencia, Venezuela";"Abogados"
"ESCRITORIO JURÍDICO ROJAS RIVERO";"";"Tel: (58) (251) 2322254";"Ctro Profesional Bolívar Barquisimeto, Venezuela";"Abogados"
"ESCRITORIO JURÍDICO ECHEVERRÍA & ASOCIADOS";"";"Tel: (58) (251) 2317181";"Cr.27-BQTO Barquisimeto, Venezuela";"Abogados"
"DESPACHO DE ABOGADOS FUENTES MUÑOZ SIFONTES Y ASOCIADOS";"";"Tel: (58) (281) 2748934";"Av. Frzas Armadas Barcelona, Venezuela";"Abogados"
"ESCRITORIO JURÍDICO ABI";"";"Tel: (58) (251) 2332907";"Calle 23,Esq.Cr18 Barquisimeto, Venezuela";"Abogados"
"ESCRITORIO JURÍDICO DR. AGUSTÍN ALVAREZ ZERPA";"";"Tel: (58) (243) 2462218";"Av 19 de Abril Maracay, Venezuela";"Abogados"
"ASESORES BOHÓRQUEZ & COMPAÑÍA";"";"Tel: (58) (243) 2328727";"C.C. Paseo Las Delicias Maracay, Venezuela";"Abogados"
"S.B. ABOGADOS ASOCIADOS, S.C.";"";"Tel: (58) (281) 21265261";"Calle Maneiro, C.C. Maneiro, Nivel Planta Alta, Ofc. PA-22, Puerto La Cru z Anzoátegui. Puerto de  la Cruz, Venezuela";"Abogados"
"DESPACHO JURÍDICO BRITO - LANDAETA Y ASOCIADOS";"";"Tel: (58) (251) 2333036";"Cl.26 E/Cr18 y 19 Cabudare, Venezuela";"Abogados"
"SOSA & MARTINEZ ESTUDIO JURIDICO";"";"Tel: (58) (286) 9623642";"Torre Caura, Piso 7, Ofic. 7-H Ciudad Guayana San Félix, Venezuela";"Abogados"
"TRAVIESO EVANS ARRIA RENGEL & PAZ";"";"Tel: (58) (212) 2773333";"Torre La Castellana, Piso 6 Av. Principal De La Castellana Caracas, Venezuela";"Abogados"
"ESCRITORIO JURIDICO LIPAVSKY Y ASOCIADOS";"";"Tel: (58) (295) 2639613";"CI Fermin Entre Tubores y Patiño Porlamar, Venezuela";"Abogados"
